ID_participante;Gender;Age;Income;Goal;Career;Decision;Attractiveness;Sincerity;Intelligence;Fun;Ambition;Shared Interests;Like;Probability of interest;Met Before
56;Female;23;60304;1;lawyer;Not Match;3;7;6;1;1;1;2;2;2
57;Female;23;60304;1;lawyer;Match;8;8;8;8;3;4;8;7;2
58;Female;23;60304;1;lawyer;Not Match;4;8;9;2;8;3;5;5;2
59;Female;23;60304;1;lawyer;Match;7;6;8;8;6;9;9;6;2
60;Female;23;60304;1;lawyer;Match;8;9;9;9;10;7;9;8;2
61;Female;22;54620;1;Law;Not Match;4;8;8;5;7;4;7;4;2
62;Female;22;54620;1;Law;Not Match;6;6;8;4;9;4;7;3;1
63;Female;22;54620;1;Law;Not Match;3;6;8;7;8;8;7;8;1
64;Female;22;54620;1;Law;Match;7;8;8;7;7;6;8;6;1
65;Female;22;54620;1;Law;Not Match;4;7;7;4;8;5;5;6;1
66;Female;22;54620;1;Law;Not Match;4;8;7;4;5;4;5;5;2
67;Female;22;54620;1;Law;Match;7;7;8;7;7;7;8;7;2
68;Female;22;54620;1;Law;Not Match;5;7;8;5;9;5;5;7;2
69;Female;22;54620;1;Law;Match;6;6;8;8;8;6;6;6;2
70;Female;22;54620;1;Law;Match;8;6;7;7;8;6;7;5;2
71;Female;25;NA;1;Journalist;Match;5;8;7;4;7;5;4;5;2
72;Female;25;NA;1;Journalist;Match;8;7;7;9;6;7;8;7;2
73;Female;25;NA;1;Journalist;Match;5;8;8;6;7;7;5;5;2
74;Female;25;NA;1;Journalist;Match;8;6;5;6;6;5;5;6;2
75;Female;25;NA;1;Journalist;Match;6;8;8;5;6;7;6;5;2
76;Female;25;NA;1;Journalist;Match;6;8;8;5;6;7;6;5;2
77;Female;25;NA;1;Journalist;Match;6;7;8;5;7;7;6;6;2
78;Female;25;NA;1;Journalist;Match;5;6;7;4;5;6;5;4;2
79;Female;25;NA;1;Journalist;Match;8;8;5;9;8;9;7;10;2
80;Female;25;NA;1;Journalist;Match;7;6;8;7;9;8;8;7;2
81;Female;26;NA;1;Congresswoman, and comedian;Match;8;10;9;8;7;6;5;5;2
82;Female;26;NA;1;Congresswoman, and comedian;Match;10;10;10;10;10;10;10;5;2
83;Female;26;NA;1;Congresswoman, and comedian;Match;5;10;10;6;6;6;8;5;2
84;Female;26;NA;1;Congresswoman, and comedian;Match;10;9;8;8;7;7;7;5;2
85;Female;26;NA;1;Congresswoman, and comedian;Match;5;10;8;8;5;5;5;5;2
86;Female;26;NA;1;Congresswoman, and comedian;Match;8;9;9;7;6;5;6;5;2
87;Female;26;NA;1;Congresswoman, and comedian;Match;6;8;9;6;6;6;7;5;2
88;Female;26;NA;1;Congresswoman, and comedian;Match;6;7;8;7;9;6;7;5;2
89;Female;26;NA;1;Congresswoman, and comedian;Match;8;5;5;6;5;5;7;6;2
90;Female;26;NA;1;Congresswoman, and comedian;Match;7;8;7;8;7;8;8;5;2
91;Female;26;48652;2;To create early childhood intervention programs;Not Match;6;10;10;6;6;NA;6;3;2
92;Female;26;48652;2;To create early childhood intervention programs;Not Match;1;1;1;1;1;NA;1;1;1
93;Female;26;48652;2;To create early childhood intervention programs;Match;6;10;10;10;6;NA;7;6;2
94;Female;26;48652;2;To create early childhood intervention programs;Not Match;10;10;10;10;10;NA;10;1;1
95;Female;26;48652;2;To create early childhood intervention programs;Not Match;5;7;7;7;7;NA;6;1;2
96;Female;26;48652;2;To create early childhood intervention programs;Not Match;5;10;6;4;6;NA;6;1;2
97;Female;26;48652;2;To create early childhood intervention programs;Match;5;10;8;6;9;NA;7;1;2
98;Female;26;48652;2;To create early childhood intervention programs;Not Match;5;6;6;4;5;NA;5;5;2
99;Female;26;48652;2;To create early childhood intervention programs;Match;9;9;9;9;9;9;9;9;2
100;Female;26;48652;2;To create early childhood intervention programs;Match;9;9;8;10;8;8;9;10;2
101;Male;27;NA;1;Academia, Research, Banking, Life;Not Match;6;8;8;8;8;6;7;4;2
102;Male;27;NA;1;Academia, Research, Banking, Life;Not Match;8;7;6;9;7;4;7;2;2
103;Male;27;NA;1;Academia, Research, Banking, Life;Not Match;7;8;6;5;8;4;5;2;1
104;Male;27;NA;1;Academia, Research, Banking, Life;Not Match;6;7;8;7;7;5;6;3;2
105;Male;27;NA;1;Academia, Research, Banking, Life;Not Match;6;8;8;8;7;6;6;5;2
106;Male;27;NA;1;Academia, Research, Banking, Life;Not Match;7;9;8;9;8;4;7;4;2
107;Male;27;NA;1;Academia, Research, Banking, Life;Not Match;7;8;8;8;7;7;7;4;2
108;Male;27;NA;1;Academia, Research, Banking, Life;Not Match;8;7;6;6;6;5;7;4;2
109;Male;27;NA;1;Academia, Research, Banking, Life;Not Match;6;8;7;8;7;5;6;4;2
110;Male;27;NA;1;Academia, Research, Banking, Life;Not Match;7;8;7;8;6;5;6;3;2
111;Male;22;29237;1;Corporate Lawyer;Not Match;7;8;10;7;7;5;8;4;2
112;Male;22;29237;1;Corporate Lawyer;Not Match;7;6;10;6;6;5;8;4;2
113;Male;22;29237;1;Corporate Lawyer;Not Match;6;7;10;6;6;5;7;3;2
114;Male;22;29237;1;Corporate Lawyer;Not Match;6;5;10;6;6;5;6;3;1
115;Male;22;29237;1;Corporate Lawyer;Not Match;6;7;10;7;6;5;7;4;1
116;Male;22;29237;1;Corporate Lawyer;Not Match;6;8;10;6;7;6;7;4;2
117;Male;22;29237;1;Corporate Lawyer;Match;7;9;10;6;6;5;8;4;1
118;Male;22;29237;1;Corporate Lawyer;Match;8;8;10;7;6;5;9;4;2
119;Male;22;29237;1;Corporate Lawyer;Match;8;8;10;7;6;5;8;4;2
120;Male;22;29237;1;Corporate Lawyer;Not Match;1;1;1;1;1;1;1;1;2
121;Male;22;NA;2;Lawyer;Match;10;10;10;10;10;10;10;10;1
122;Male;22;NA;2;Lawyer;Match;10;10;10;10;10;10;10;10;2
123;Male;22;NA;2;Lawyer;Match;10;10;10;10;10;10;10;10;2
124;Male;22;NA;2;Lawyer;Match;10;10;10;10;10;10;10;10;NA
125;Male;22;NA;2;Lawyer;Match;10;10;10;10;10;10;10;10;1
126;Male;22;NA;2;Lawyer;Match;10;10;10;10;10;10;10;10;1
127;Male;22;NA;2;Lawyer;Match;10;10;10;10;10;10;10;10;NA
128;Male;22;NA;2;Lawyer;Match;10;10;10;10;10;10;10;10;2
129;Male;22;NA;2;Lawyer;Match;10;10;10;10;10;10;10;10;2
130;Male;22;NA;2;Lawyer;Match;10;10;10;10;10;10;10;10;2
131;Male;23;56580;2;Corporate attorney;Match;7;8;9;8;9;8;7;7;2
132;Male;23;56580;2;Corporate attorney;Match;9;9;9;9;9;9;9;7;2
133;Male;23;56580;2;Corporate attorney;Match;7;9;8;8;8;8;7;7;2
134;Male;23;56580;2;Corporate attorney;Match;7;7;7;9;9;9;8;10;1
135;Male;23;56580;2;Corporate attorney;Match;6;8;6;8;10;10;7;7;1
136;Male;23;56580;2;Corporate attorney;Match;6;8;8;7;9;8;7;7;2
137;Male;23;56580;2;Corporate attorney;Match;8;8;9;8;9;9;8;7;1
138;Male;23;56580;2;Corporate attorney;Match;8;8;8;8;8;7;8;7;2
139;Male;23;56580;2;Corporate attorney;Match;7;8;7;8;8;7;7;7;2
140;Male;23;56580;2;Corporate attorney;Match;7;8;7;9;8;8;7;7;1
141;Male;24;36782;1;Lawyer;Match;8;7;9;6;9;7;8;6;2
142;Male;24;36782;1;Lawyer;Match;10;10;10;10;7;8;10;1;1
143;Male;24;36782;1;Lawyer;Match;6;10;8;6;NA;NA;6;1;2
144;Male;24;36782;1;Lawyer;Match;8;8;9;8;8;9;9;7;2
145;Male;24;36782;1;Lawyer;Not Match;5;9;9;7;9;5;5;7;2
146;Male;24;36782;1;Lawyer;Match;9;7;9;7;9;6;9;2;1
147;Male;24;36782;1;Lawyer;Match;8;7;9;6;9;5;8;4;2
148;Male;24;36782;1;Lawyer;Match;9;9;8;9;NA;7;9;7;2
149;Male;24;36782;1;Lawyer;Match;7;9;8;9;7;7;7;8;2
150;Male;24;36782;1;Lawyer;Match;6;9;9;7;8;NA;6;6;2
151;Male;25;NA;1;research/financial industry;Match;7;7;8;8;7;7;7;6;2
152;Male;25;NA;1;research/financial industry;Match;7;8;7;5;7;7;7;5;2
153;Male;25;NA;1;research/financial industry;Match;7;6;6;6;6;6;6;7;2
154;Male;25;NA;1;research/financial industry;Match;6;6;7;7;8;7;6;6;2
155;Male;25;NA;1;research/financial industry;Not Match;5;8;7;7;7;7;6;7;2
156;Male;25;NA;1;research/financial industry;Match;6;6;8;8;8;7;6;6;2
157;Male;25;NA;1;research/financial industry;Match;8;8;8;6;6;6;7;7;2
158;Male;25;NA;1;research/financial industry;Match;8;7;7;7;8;7;7;6;2
159;Male;25;NA;1;research/financial industry;Match;6;6;7;8;7;7;6;5;2
160;Male;25;NA;1;research/financial industry;Not Match;NA;8;7;7;7;7;6;6;2
161;Male;30;38548;3;academics or journalism;Not Match;3;6;7;5;8;7;2;1;2
162;Male;30;38548;3;academics or journalism;Not Match;5;3;4;3;5;3;4;3;2
163;Male;30;38548;3;academics or journalism;Not Match;6;3;5;4;5;4;2;2;2
164;Male;30;38548;3;academics or journalism;Match;7;6;3;5;6;5;6;4;2
165;Male;30;38548;3;academics or journalism;Not Match;2;3;4;4;5;3;3;3;2
166;Male;30;38548;3;academics or journalism;Not Match;5;6;8;4;5;4;3;3;2
167;Male;30;38548;3;academics or journalism;Not Match;7;6;5;4;4;3;5;4;2
168;Male;30;38548;3;academics or journalism;Not Match;6;4;7;5;6;4;4;4;2
169;Male;30;38548;3;academics or journalism;Match;8;6;7;8;6;5;8;4;2
170;Male;30;38548;3;academics or journalism;Not Match;7;7;4;3;4;4;3;6;2
171;Male;27;52010;1;Financial Services;Not Match;6;7;5;6;8;6;7;5;2
172;Male;27;52010;1;Financial Services;Match;7;7;7;7;7;5;7;6;2
173;Male;27;52010;1;Financial Services;Not Match;4;5;6;4;6;4;5;1;2
174;Male;27;52010;1;Financial Services;Not Match;6;7;8;6;6;5;7;7;2
175;Male;27;52010;1;Financial Services;Not Match;5;5;6;5;5;5;6;5;2
176;Male;27;52010;1;Financial Services;Not Match;6;7;8;7;8;5;7;6;2
177;Male;27;52010;1;Financial Services;Match;8;7;6;7;7;5;7;5;2
178;Male;27;52010;1;Financial Services;Match;9;8;8;8;7;5;7;5;2
179;Male;27;52010;1;Financial Services;Not Match;7;7;7;7;6;5;7;5;2
180;Male;27;52010;1;Financial Services;Not Match;6;6;6;6;6;5;7;6;2
181;Male;28;NA;4;ceo;Match;7;7;8;8;8;9;6.5;8;2
182;Male;28;NA;4;ceo;Match;8;6;9;9;8;7;8;8;2
183;Male;28;NA;4;ceo;Match;7;7;6;8;7;7;7;7;2
184;Male;28;NA;4;ceo;Match;7;7;7;10;9;10;8;8;2
185;Male;28;NA;4;ceo;Match;5;9;9;9;9;6;7;7;2
186;Male;28;NA;4;ceo;Match;6;7;7;6;6;6;6;6;2
187;Male;28;NA;4;ceo;Match;9;7;9;9;9;10;9;9;2
188;Male;28;NA;4;ceo;Match;8;7;8;10;8;10;8;8;2
189;Male;28;NA;4;ceo;Match;6;6;6;7;6;6;6;6;2
190;Male;28;NA;4;ceo;Match;7;7;7;7;6;6;7;8;2
191;Male;24;NA;1;CEO;Not Match;6;6;6;6;6;6;6;6;2
192;Male;24;NA;1;CEO;Not Match;6;5;7;7;9;7;6;9;2
193;Male;24;NA;1;CEO;Not Match;5;6;8;5;8;6;5;5;2
194;Male;24;NA;1;CEO;Not Match;7;8;8;7;8;7;7;7;2
195;Male;24;NA;1;CEO;Not Match;3;10;7;7;10;5;4;10;2
196;Male;24;NA;1;CEO;Not Match;7;10;10;6;10;7;6;7;2
197;Male;24;NA;1;CEO;Not Match;7;6;8;6;8;7;7;7;2
198;Male;24;NA;1;CEO;Match;8;10;9;9;8;8;8;8;2
199;Male;24;NA;1;CEO;Not Match;5;6;6;6;6;6;6;6;2
200;Male;24;NA;1;CEO;Not Match;6;6;6;6;6;6;7;7;2
201;Female;21;NA;6;Undecided;Not Match;6;8;7;9;5;7;9;1;1
202;Female;21;NA;6;Undecided;Not Match;5;8;7;5;9;5;7;2;2
203;Female;21;NA;6;Undecided;Match;8;9;8;8;7;6;9;3;NA
204;Female;21;NA;6;Undecided;Not Match;5;8;8;4;9;3;6;1;2
205;Female;21;NA;6;Undecided;Not Match;7;7;8;5;7;2;6;1;2
206;Female;21;NA;6;Undecided;Not Match;6;8;8;6;8;4;5;2;2
207;Female;21;NA;6;Undecided;Not Match;6;8;8;6;8;5;8;2;2
208;Female;21;NA;6;Undecided;Not Match;4;7;7;4;7;3;5;1;2
209;Female;21;NA;6;Undecided;Not Match;7;7;7;5;6;3;6;1;2
210;Female;21;NA;6;Undecided;Match;9;9;10;9;9;8;9;5;2
211;Female;21;NA;6;Undecided;Not Match;5;7;7;7;7;6;6;1;2
212;Female;21;NA;6;Undecided;Not Match;7;4;6;4;4;2;2;1;2
213;Female;21;NA;6;Undecided;Not Match;5;8;8;5;8;2;6;1;2
214;Female;21;NA;6;Undecided;Not Match;6;8;7;7;7;2;6;1;2
215;Female;21;NA;6;Undecided;Not Match;6;8;7;6;8;2;6;1;2
216;Female;21;NA;6;Undecided;Not Match;5;9;9;8;9;5;8;3;2
217;Female;27;28418;1;Informatics;Not Match;5;7;7;6;7;5;6;4;2
218;Female;27;28418;1;Informatics;Not Match;4;7;6;6;7;2;3;3;2
219;Female;27;28418;1;Informatics;Not Match;5;6;6;5;6;3;3;2;2
220;Female;27;28418;1;Informatics;Not Match;5;7;7;5;7;3;4;3;2
221;Female;27;28418;1;Informatics;Match;6;8;8;7;7;6;6;6;2
222;Female;27;28418;1;Informatics;Match;6;7;7;4;6;6;6;6;2
223;Female;27;28418;1;Informatics;Match;8;7;7;7;6;7;7;4;2
224;Female;27;28418;1;Informatics;Not Match;5;7;7;6;6;5;5;4;2
225;Female;27;28418;1;Informatics;Match;7;7;7;7;7;6;7;4;2
226;Female;27;28418;1;Informatics;Not Match;6;7;7;5;7;4;5;3;2
227;Female;27;28418;1;Informatics;Match;5;6;7;7;7;7;6;6;2
228;Female;27;28418;1;Informatics;Not Match;3;4;5;4;4;2;2;1;2
229;Female;27;28418;1;Informatics;Not Match;3;6;7;5;5;4;2;2;2
230;Female;27;28418;1;Informatics;Match;7;7;8;6;7;8;8;5;2
231;Female;27;28418;1;Informatics;Not Match;4;5;5;4;5;4;4;2;2
232;Female;27;28418;1;Informatics;Match;6;7;7;7;7;7;7;6;2
233;Female;21;NA;1;psychologist;Match;5;7;6;6;6;7;8;6;2
234;Female;21;NA;1;psychologist;Not Match;5;7;7;6;6;7;7;6;2
235;Female;21;NA;1;psychologist;Match;6;6;7;6;6;6;6.5;5;2
236;Female;21;NA;1;psychologist;Match;5;7;8;6;6;7;7;6;2
237;Female;21;NA;1;psychologist;Match;7;7;7;6;6;9;9;10;1
238;Female;21;NA;1;psychologist;Match;6;7;7;6;7;5;7;5;2
239;Female;21;NA;1;psychologist;Match;7;6;7;7;7;6;7;5;2
240;Female;21;NA;1;psychologist;Not Match;5;6;7;6;6;6;6;5;2
241;Female;21;NA;1;psychologist;Not Match;6;6;6;8;6;5;6;5;2
242;Female;21;NA;1;psychologist;Match;7;7;6;7;6;7;8;6;2
243;Female;21;NA;1;psychologist;Match;6;6;7;8;8;7;7;5;2
244;Female;21;NA;1;psychologist;Not Match;7;6;5;4;4;4;6;4;2
245;Female;21;NA;1;psychologist;Not Match;6;6;5;7;5;6;6;5;2
246;Female;21;NA;1;psychologist;Not Match;NA;NA;NA;NA;NA;NA;NA;NA;NA
247;Female;21;NA;1;psychologist;Not Match;6;7;6;6;5;5;6;4;2
248;Female;21;NA;1;psychologist;Not Match;6;8;7;6;7;5;6;5;2
249;Female;27;43185;2;health/nutrition oriented social worker;Not Match;5;6;7;7;7;NA;6;3;2
250;Female;27;43185;2;health/nutrition oriented social worker;Not Match;7;8;NA;NA;8;NA;8;4;2
251;Female;27;43185;2;health/nutrition oriented social worker;Not Match;6;8;NA;7;NA;NA;7;5;2
252;Female;27;43185;2;health/nutrition oriented social worker;Not Match;7;8;8;8;NA;NA;7;5;2
253;Female;27;43185;2;health/nutrition oriented social worker;Not Match;5;8;8;NA;8;6;7;7;2
254;Female;27;43185;2;health/nutrition oriented social worker;Not Match;7;7;8;NA;8;NA;8;6;2
255;Female;27;43185;2;health/nutrition oriented social worker;Match;9;8;7;8;NA;8;8;7;2
256;Female;27;43185;2;health/nutrition oriented social worker;Not Match;5;7;7;7;7;7;7;7;2
257;Female;27;43185;2;health/nutrition oriented social worker;Not Match;7;7;7;8;7;NA;7;6;2
258;Female;27;43185;2;health/nutrition oriented social worker;Not Match;6;NA;NA;8;NA;6;6;5;2
259;Female;27;43185;2;health/nutrition oriented social worker;Not Match;6;8;NA;8;NA;NA;7;7;2
260;Female;27;43185;2;health/nutrition oriented social worker;Not Match;6;6;8;7;8;NA;7;7;2
261;Female;27;43185;2;health/nutrition oriented social worker;Not Match;4;NA;NA;6;8;7;7;6;2
262;Female;27;43185;2;health/nutrition oriented social worker;Match;8;NA;NA;7;8;8;8;7;2
263;Female;27;43185;2;health/nutrition oriented social worker;Not Match;6;8;NA;8;8;8;7;6;2
264;Female;27;43185;2;health/nutrition oriented social worker;Not Match;8;7;7;NA;NA;2;6;4;2
265;Female;25;23152;1;Social Worker;Not Match;7;8;9;6;8;5;6;4;2
266;Female;25;23152;1;Social Worker;Not Match;5;8;8;6;8;5;7;3;2
267;Female;25;23152;1;Social Worker;Not Match;6;7;8;7;9;7;7;5;2
268;Female;25;23152;1;Social Worker;Not Match;4;5;10;4;10;4;4;5;2
269;Female;25;23152;1;Social Worker;Not Match;6;7;9;7;9;3;5;4;2
270;Female;25;23152;1;Social Worker;Not Match;6;8;7;5;8;7;7;5;2
271;Female;25;23152;1;Social Worker;Not Match;7;8;8;6;10;6;8;7;2
272;Female;25;23152;1;Social Worker;Not Match;3;8;9;8;10;5;8;4;2
273;Female;25;23152;1;Social Worker;Not Match;7;8;8;8;6;6;7;6;2
274;Female;25;23152;1;Social Worker;Not Match;8;8;9;8;9;8;9;8;2
275;Female;25;23152;1;Social Worker;Not Match;9;8;9;8;10;7;8;7;2
276;Female;25;23152;1;Social Worker;Not Match;6;5;8;7;10;8;6;7;2
277;Female;25;23152;1;Social Worker;Not Match;5;4;7;5;9;7;5;4;2
278;Female;25;23152;1;Social Worker;Not Match;7;8;9;7;8;5;7;7;2
279;Female;25;23152;1;Social Worker;Not Match;5;8;8;6;9;6;6;7;2
280;Female;25;23152;1;Social Worker;Not Match;7;7;7;8;8;6;7;5;2
281;Female;23;43664;1;Social work with children;Not Match;2;5;5;3;5;2;2;2;2
282;Female;23;43664;1;Social work with children;Not Match;2;5;5;3;5;2;2;2;2
283;Female;23;43664;1;Social work with children;Not Match;2;5;5;3;7;3;3;2;2
284;Female;23;43664;1;Social work with children;Not Match;2;6;7;1;7;2;2;3;2
285;Female;23;43664;1;Social work with children;Not Match;3;8;7;6;6;4;5;4;2
286;Female;23;43664;1;Social work with children;Not Match;4;7;6;1;4;3;2;2;2
287;Female;23;43664;1;Social work with children;Not Match;7;4;5;6;5;4;6;5;2
288;Female;23;43664;1;Social work with children;Not Match;3;7;6;4;6;2;2;2;2
289;Female;23;43664;1;Social work with children;Not Match;6;5;5;7;6;3;4;4;2
290;Female;23;43664;1;Social work with children;Not Match;5;8;8;7;7;6;5;5;2
291;Female;23;43664;1;Social work with children;Not Match;7;6;6;7;6;6;8;5;2
292;Female;23;43664;1;Social work with children;Not Match;6;7;6;5;6;6;6;4;2
293;Female;23;43664;1;Social work with children;Not Match;2;7;6;4;4;4;5;4;2
294;Female;23;43664;1;Social work with children;Not Match;6;8;8;6;7;5;6;6;2
295;Female;23;43664;1;Social work with children;Not Match;2;8;7;2;7;2;3;3;2
296;Female;23;43664;1;Social work with children;Not Match;6;6;6;6;6;4;6;5;2
297;Female;22;48441;1;Speech Language Pathologist;Not Match;2;6;6;6;6;NA;3;3;2
298;Female;22;48441;1;Speech Language Pathologist;Not Match;1;6;4;2;1;NA;2;1;2
299;Female;22;48441;1;Speech Language Pathologist;Not Match;1;4;6;2;6;1;2;2;2
300;Female;22;48441;1;Speech Language Pathologist;Not Match;1;6;7;6;4;3;2;3;1
301;Female;22;48441;1;Speech Language Pathologist;Not Match;1;3;4;2;2;1;1;4;2
302;Female;22;48441;1;Speech Language Pathologist;Not Match;3;6;6;4;5;1;1;2;2
303;Female;22;48441;1;Speech Language Pathologist;Match;8;7;6;6;4;4;6;5;2
304;Female;22;48441;1;Speech Language Pathologist;Not Match;1;4;5;4;4;4;3;5;2
305;Female;22;48441;1;Speech Language Pathologist;Not Match;4;6;4;5;6;7;3;1;2
306;Female;22;48441;1;Speech Language Pathologist;Not Match;4;5;4;5;6;NA;2;3;2
307;Female;22;48441;1;Speech Language Pathologist;Match;6;5;6;7;8;4;4;4;2
308;Female;22;48441;1;Speech Language Pathologist;Not Match;1;2;6;1;6;2;2;3;2
309;Female;22;48441;1;Speech Language Pathologist;Not Match;1;3;7;1;4;2;1;3;2
310;Female;22;48441;1;Speech Language Pathologist;Not Match;6;4;8;3;8;2;3;3;2
311;Female;22;48441;1;Speech Language Pathologist;Not Match;2;4;7;3;6;2;1;2;2
312;Female;22;48441;1;Speech Language Pathologist;Not Match;5;6;6;4;3;4;4;1;2
313;Female;26;NA;NA;NA;Not Match;3;6;6;6;5;2;2;4;2
314;Female;26;NA;NA;NA;Not Match;2;6;5;4;5;2;2;2;2
315;Female;26;NA;NA;NA;Not Match;3;5;8;5;8;3;3;3;2
316;Female;26;NA;NA;NA;Not Match;4;6;5;4;4;3;3;4.5;2
317;Female;26;NA;NA;NA;Not Match;4;6;7;4;5;2;2;4;2
318;Female;26;NA;NA;NA;Not Match;4;6;5;3;3;3;3;3;2
319;Female;26;NA;NA;NA;Match;7;8;8;8;5;9;7.5;6.5;2
320;Female;26;NA;NA;NA;Not Match;4;6;6;5;4;3;2;5;2
321;Female;26;NA;NA;NA;Not Match;6;6;5;6;4;4;4;4;2
322;Female;26;NA;NA;NA;Not Match;3;5;7;5.5;5;4;4;3;2
323;Female;26;NA;NA;NA;Not Match;5;8;9;5;8;6;3;5;2
324;Female;26;NA;NA;NA;Match;5;4.5;6;4;5.5;6;4.5;4.5;2
325;Female;26;NA;NA;NA;Not Match;NA;NA;NA;NA;NA;NA;NA;NA;NA
326;Female;26;NA;NA;NA;Match;6;6;7;5;6;7;8;5.5;2
327;Female;26;NA;NA;NA;Not Match;4;5;6.5;5;5;6;4;4;2
328;Female;26;NA;NA;NA;Not Match;4;6;6;5;6;6;4;4;2
329;Female;22;61152;1;Social Work Administration;Not Match;4;9;4;4;5;NA;5;4;2
330;Female;22;61152;1;Social Work Administration;Not Match;4;8;6;3;6;NA;4;4;2
331;Female;22;61152;1;Social Work Administration;Not Match;6;8;7;5;5;NA;6;3;2
332;Female;22;61152;1;Social Work Administration;Not Match;5;7;5;3;5;NA;5;4;NA
333;Female;22;61152;1;Social Work Administration;Match;8;6;7;3;7;2;6;4;2
334;Female;22;61152;1;Social Work Administration;Match;6;8;7;4;7;2;6;4;2
335;Female;22;61152;1;Social Work Administration;Match;8;6;6;5;NA;NA;7;4;2
